"ident","type","name","elevation_ft","continent","iso_country","iso_region","municipality","gps_code","iata_code","local_code","long","lat"
"KVTN","medium_airport","Miller Field",2596,,"US","US-NE","Valentine","KVTN","VTN","VTN","-100.5479965","42.85779953"
"KW63","medium_airport","Lake Country Regional Airport",421,,"US","US-VA","Clarksville","KW63","","W63","-78.56009674070002","36.5957984924"
"KWJF","medium_airport","General WM J Fox Airfield",2351,,"US","US-CA","Lancaster","KWJF","WJF","WJF","-118.2190018","34.74110031"
"KWMC","medium_airport","Winnemucca Municipal Airport",4308,,"US","US-NV","Winnemucca","KWMC","WMC","WMC","-117.805999756","40.8965988159"
"KWRB","large_airport","Robins Air Force Base",294,,"US","US-GA","Warner Robins","KWRB","WRB","WRB","-83.5919036865","32.6400985718"
"KWRI","medium_airport","Mc Guire Air Force Base",131,,"US","US-NJ","Wrightstown","KWRI","WRI","WRI","-74.59169769","40.0155983"
"KWRL","medium_airport","Worland Municipal Airport",4227,,"US","US-WY","Worland","KWRL","WRL","WRL","-107.95099639892578","43.9656982421875"
"KWWD","medium_airport","Cape May County Airport",23,,"US","US-NJ","Wildwood","KWWD","WWD","WWD","-74.9083023071","39.008499145500004"
"KWWR","medium_airport","West Woodward Airport",2189,,"US","US-OK","Woodward","KWWR","WWR","WWR","-99.5226667","36.438"
"KWY","medium_airport","Kiwayu Airport",21,"AF","KE","KE-300","Kiwayu","","KWY","","41.29750061035156","-1.9605599641799927"
"KWYS","medium_airport","Yellowstone Airport",6649,,"US","US-MT","West Yellowstone","KWYS","WYS","WYS","-111.1179962","44.68840027"
"KXMR","medium_airport","Cape Canaveral AFS Skid Strip",10,,"US","US-FL","Cocoa Beach","KXMR","","XMR","-80.56659698490002","28.4675998688"
"KXNA","medium_airport","Northwest Arkansas Regional Airport",1287,,"US","US-AR","Fayetteville/Springdale/Rogers","KXNA","XNA","XNA","-94.306801","36.281898"
"KXTA","medium_airport","Homey (Area 51) Airport",4462,,"US","US-NV","Groom Lake","KXTA","","","-115.81099700927734","37.23500061035156"
"KYIP","medium_airport","Willow Run Airport",716,,"US","US-MI","Detroit","KYIP","YIP","YIP","-83.53040314","42.23789978"
"KYKM","medium_airport","Yakima Air Terminal McAllister Field",1099,,"US","US-WA","Yakima","KYKM","YKM","YKM","-120.5439987","46.56819916"
"KYKN","medium_airport","Chan Gurney Municipal Airport",1306,,"US","US-SD","Yankton","KYKN","YKN","YKN","-97.385902404785","42.916698455811"
"KYNG","medium_airport","Youngstown Warren Regional Airport",1192,,"US","US-OH","Youngstown/Warren","KYNG","YNG","YNG","-80.67910004","41.26070023"
"KZ-0016","medium_airport","Taldykorgan Airport",1925,"AS","KZ","KZ-ALM","Taldy Kurgan","UAAT","TDK","","78.4469985961914","45.12620162963867"
"KZ-0067","medium_airport","Krainiy Airport",317,"AS","KZ","KZ-BAY","Baikonur","UAOL","BXY","","63.210773","45.621994"
"KZ-0068","medium_airport","Kurchatov Airfield",,"AS","KZ","KZ-VOS","Kurchatov","","","","78.54000091552734","50.73500061035156"
"KZ-0069","medium_airport","Zhangiztobe Air Base",,"AS","KZ","KZ-VOS","Zhangiztobe","","","","81.30999755859375","49.220001220703125"
"KZ-7470","medium_airport","Dolon Air Base",705,"AS","KZ","KZ-VOS","Semey","","","","79.19000244140625","50.540000915527344"
"KZZV","medium_airport","Zanesville Municipal Airport",900,,"US","US-OH","Zanesville","KZZV","ZZV","ZZV","-81.89209747310001","39.9444007874"
"LAKU","medium_airport","KukÃ«s Airport",1120,"EU","AL","AL-07","KukÃ«s","LAKU","","","20.4158992767","42.033699035599994"
"LAKV","medium_airport","KuÃ§ovÃ« Air Base",135,"EU","AL","AL-01","KuÃ§ovÃ«","LAKV","","","19.901899337768555","40.77190017700195"
"LATI","large_airport","Tirana International Airport Mother Teresa",126,"EU","AL","AL-11","Tirana","LATI","TIA","","19.7206001282","41.4146995544"
"LAVL","medium_airport","VlorÃ« Air Base",3,"EU","AL","AL-12","VlorÃ«","LAVL","","","19.474199295043945","40.47610092163086"
"LBBG","large_airport","Burgas Airport",135,"EU","BG","BG-02","Burgas","LBBG","BOJ","","27.515199661254883","42.56959915161133"
"LBGO","medium_airport","Gorna Oryahovitsa Airport",285,"EU","BG","BG-04","Gorna Oryahovitsa","LBGO","GOZ","","25.712900161743164","43.15140151977539"
"LBPD","medium_airport","Plovdiv International Airport",597,"EU","BG","BG-16","Plovdiv","LBPD","PDV","","24.8508","42.067799"
"LBPG","medium_airport","Graf Ignatievo Air Base",190,"EU","BG","BG-16","Graf Ignatievo","LBPG","","","24.714000701904297","42.290401458740234"
"LBPL","medium_airport","Dolna Mitropoliya Air Base",330,"EU","BG","BG-15","Dolna Mitropoliya","LBPL","","","24.5028","43.451401"
"LBSF","large_airport","Sofia Airport",1742,"EU","BG","BG-23","Sofia","LBSF","SOF","","23.411436080932617","42.696693420410156"
"LBWB","medium_airport","Balchik Air Base",660,"EU","BG","BG-03","Balchik","LBWB","","","28.181299209594727","43.42380142211914"
"LBWN","large_airport","Varna Airport",230,"EU","BG","BG-03","Varna","LBWN","VAR","","27.8251","43.232101"
"LCEN","medium_airport","Ercan International Airport",404,"AS","CY","CY-02","Nicosia","LCEN","ECN","","33.49610137939453","35.154701232910156"
"LCLK","large_airport","Larnaca International Airport",8,"AS","CY","CY-04","Larnarca","LCLK","LCA","","33.624900817871094","34.875099182128906"
"LCPH","large_airport","Paphos International Airport",41,"AS","CY","CY-06","Paphos","LCPH","PFO","","32.48569869995117","34.71799850463867"
"LCRA","large_airport","RAF Akrotiri",76,"EU","GB","GB-U-A","Akrotiri","LCRA","AKT","","32.9879","34.590401"
"LDDU","medium_airport","Dubrovnik Airport",527,"EU","HR","HR-19","Dubrovnik","LDDU","DBV","","18.268199920654297","42.5614013671875"
"LDOS","medium_airport","Osijek Airport",290,"EU","HR","HR-14","Osijek","LDOS","OSI","","18.810199737548828","45.46269989013672"
"LDPL","medium_airport","Pula Airport",274,"EU","HR","HR-18","Pula","LDPL","PUY","","13.922200202941895","44.89350128173828"
"LDRI","medium_airport","Rijeka Airport",278,"EU","HR","HR-08","Rijeka","LDRI","RJK","","14.570300102233887","45.21689987182617"
"LDSB","medium_airport","Bol Airport",1776,"EU","HR","HR-17","BraÄ Island","LDSB","BWK","","16.67970085144043","43.285701751708984"
"LDSP","medium_airport","Split Airport",79,"EU","HR","HR-17","Split","LDSP","SPU","","16.29800033569336","43.53889846801758"
"LDZA","large_airport","Zagreb Airport",353,"EU","HR","HR-21","Zagreb","LDZA","ZAG","","16.0687999725","45.7429008484"
"LDZD","medium_airport","Zadar Airport",289,"EU","HR","HR-13","Zemunik (Zadar)","LDZD","ZAD","","15.3467","44.108299"
"LEAB","medium_airport","Albacete-Los Llanos Airport",2302,"EU","ES","ES-CM","Albacete","LEAB","ABC","","-1.8635200262099998","38.9485015869"
"LEAL","large_airport","Alicante International Airport",142,"EU","ES","ES-V","Alicante","LEAL","ALC","","-0.5581560134887695","38.28219985961914"
"LEAM","medium_airport","AlmerÃ­a International Airport",70,"EU","ES","ES-AN","AlmerÃ­a","LEAM","LEI","","-2.3701000213623047","36.84389877319336"
"LEAS","medium_airport","Asturias Airport",416,"EU","ES","ES-O","RanÃ³n","LEAS","OVD","","-6.0346198081970215","43.5635986328125"
"LEBA","medium_airport","CÃ³rdoba Airport",297,"EU","ES","ES-AN","CÃ³rdoba","LEBA","ODB","","-4.848879814147949","37.84199905395508"
"LEBB","medium_airport","Bilbao Airport",138,"EU","ES","ES-PV","Bilbao","LEBB","BIO","","-2.9106099605560303","43.30110168457031"
"LEBG","medium_airport","Burgos Airport",2945,"EU","ES","ES-CL","Burgos","LEBG","RGS","","-3.62076","42.357601"
"LEBL","large_airport","Barcelona International Airport",12,"EU","ES","ES-CT","Barcelona","LEBL","BCN","","2.07846","41.2971"
"LEBZ","medium_airport","Badajoz Airport",609,"EU","ES","ES-EX","Badajoz","LEBZ","BJZ","","-6.8213300704956055","38.891300201416016"
"LECH","medium_airport","CastellÃ³n-Costa Azahar Airport",1145,"EU","ES","ES-CS","CastellÃ³n de la Plana","LECH","CDT","","0.073333","40.213889"
"LECO","medium_airport","A CoruÃ±a Airport",326,"EU","ES","ES-GA","Culleredo","LECO","LCG","","-8.37726","43.302101"
"LECU","medium_airport","Cuatro Vientos Airport",2269,"EU","ES","ES-M","Madrid","LECU","ECV","","-3.78514","40.370701"
"LEDA","medium_airport","Lleida-Alguaire Airport",1152,"EU","ES","ES-CT","Lleida","LEDA","ILD","","0.535023","41.728185"
"LEGA","medium_airport","Armilla Air Base",2297,"EU","ES","ES-AN","Armilla","LEGA","","","-3.63568997","37.1332016"
"LEGE","medium_airport","Girona Airport",468,"EU","ES","ES-GE","Girona","LEGE","GRO","","2.7605500221","41.901000977"
"LEGR","medium_airport","Federico Garcia Lorca Airport",1860,"EU","ES","ES-AN","Granada","LEGR","GRX","","-3.777359962463379","37.18870162963867"
"LEGT","medium_airport","Getafe Air Base",2031,"EU","ES","ES-M","Getafe","LEGT","","","-3.723829984664917","40.29410171508789"
"LEIB","medium_airport","Ibiza Airport",24,"EU","ES","ES-PM","Ibiza","LEIB","IBZ","","1.3731199502899998","38.872898101800004"
"LEJR","medium_airport","Jerez Airport",93,"EU","ES","ES-AN","Jerez de la Forntera","LEJR","XRY","","-6.060110092163086","36.744598388671875"
"LELC","medium_airport","San Javier Airport",11,"EU","ES","ES-MU","San Javier","LELC","MJV","","-0.8123890161514282","37.775001525878906"
"LELN","medium_airport","Leon Airport",3006,"EU","ES","ES-CL","LeÃ³n","LELN","LEN","","-5.65556001663208","42.5890007019043"
"LEMD","large_airport","Adolfo SuÃ¡rez MadridâBarajas Airport",1998,"EU","ES","ES-M","Madrid","LEMD","MAD","","-3.56264","40.471926"
"LEMG","large_airport","MÃ¡laga Airport",53,"EU","ES","ES-AN","MÃ¡laga","LEMG","AGP","","-4.499110221862793","36.67490005493164"
"LEMH","medium_airport","Menorca Airport",302,"EU","ES","ES-PM","Menorca Island","LEMH","MAH","","4.218649864196777","39.86259841918945"
"LEMO","medium_airport","Moron Air Base",285,"EU","ES","ES-AN","MorÃ³n","LEMO","OZP","","-5.615940093994141","37.17490005493164"
"LEPA","large_airport","Palma De Mallorca Airport",27,"EU","ES","ES-PM","Palma De Mallorca","LEPA","PMI","","2.73881006241","39.551700592"
"LEPP","medium_airport","Pamplona Airport",1504,"EU","ES","ES-NA","Pamplona","LEPP","PNA","","-1.6463299989700317","42.77000045776367"
"LERI","medium_airport","Alcantarilla Air Base",250,"EU","ES","ES-MU","Alcantarilla","LERI","","","-1.23032","37.951099"
"LERS","medium_airport","Reus Air Base",233,"EU","ES","ES-CT","Reus","LERS","REU","","1.1671700477600098","41.14739990234375"
"LERT","medium_airport","Rota Naval Station Airport",86,"EU","ES","ES-AN","Rota","LERT","ROZ","","-6.34946012497","36.645198822"
"LESA","medium_airport","Salamanca Airport",2595,"EU","ES","ES-CL","Salamanca","LESA","SLM","","-5.501989841461182","40.95209884643555"
"LESO","medium_airport","San Sebastian Airport",16,"EU","ES","ES-PV","Hondarribia","LESO","EAS","","-1.7906099557876587","43.35649871826172"
"LEST","large_airport","Santiago de Compostela Airport",1213,"EU","ES","ES-GA","Santiago de Compostela","LEST","SCQ","","-8.415140151977539","42.89630126953125"
"LETL","medium_airport","Teruel Airport",3380,"EU","ES","ES-AR","Teruel","LETL","TEV","","-1.2183","40.403"
"LETO","medium_airport","TorrejÃ³n Airport",2026,"EU","ES","ES-M","Madrid","LETO","TOJ","","-3.4458699226379395","40.496700286865234"
"LEVC","medium_airport","Valencia Airport",240,"EU","ES","ES-V","Valencia","LEVC","VLC","","-0.481625","39.4893"
"LEVD","medium_airport","Valladolid Airport",2776,"EU","ES","ES-CL","Valladolid","LEVD","VLL","","-4.85194015503","41.7061004639"
"LEVT","medium_airport","Vitoria/Foronda Airport",1682,"EU","ES","ES-PV","Alava","LEVT","VIT","","-2.7244699001312256","42.8828010559082"
"LEVX","medium_airport","Vigo Airport",856,"EU","ES","ES-GA","Vigo","LEVX","VGO","","-8.62677001953125","42.2318000793457"
"LEXJ","medium_airport","Santander Airport",16,"EU","ES","ES-S","Santander","LEXJ","SDR","","-3.82000994682312","43.427101135253906"
"LEZG","medium_airport","Zaragoza Air Base",863,"EU","ES","ES-AR","Zaragoza","LEZG","ZAZ","","-1.0415500402450562","41.66619873046875"
"LEZL","medium_airport","Sevilla Airport",112,"EU","ES","ES-AN","Sevilla","LEZL","SVQ","","-5.8931097984313965","37.417999267578125"
"LFAC","medium_airport","Calais-Dunkerque Airport",12,"EU","FR","FR-HDF","Calais/Dunkerque","LFAC","CQF","","1.954759955406189","50.962100982666016"
"LFAG","medium_airport","AÃ©rodrome de PÃ©ronne Saint-Quentin",295,"EU","FR","FR-HDF","PÃ©ronne/Saint-Quentin","LFAG","","","3.02958","49.8685"
"LFAT","medium_airport","Le Touquet-CÃ´te d'Opale Airport",36,"EU","FR","FR-HDF","Le Touquet-Paris-Plage","LFAT","LTQ","","1.6205899715423584","50.517398834228516"
"LFAV","medium_airport","Valenciennes-Denain Airport",165,"EU","FR","FR-HDF","Valenciennes/Denain","LFAV","XVS","","3.46126","50.325802"
"LFAY","medium_airport","AÃ©rodrome d'Amiens-Glisy",208,"EU","FR","FR-HDF","Amiens/Glisy","LFAY","","","2.387074","49.873004"
"LFBA","medium_airport","Agen-La Garenne Airport",204,"EU","FR","FR-NAQ","Agen/La Garenne","LFBA","AGF","","0.5905560255050659","44.17470169067383"
"LFBC","medium_airport","Cazaux (BA 120) Air Base",84,"EU","FR","FR-NAQ","Cazaux (La Teste-de-Buch)","LFBC","","","-1.125","44.53329849243164"
"LFBD","large_airport","Bordeaux-MÃ©rignac Airport",162,"EU","FR","FR-NAQ","Bordeaux/MÃ©rignac","LFBD","BOD","","-0.715556025505","44.828300476100004"
"LFBE","medium_airport","Bergerac-RoumaniÃ¨re Airport",171,"EU","FR","FR-NAQ","Bergerac/RoumaniÃ¨re","LFBE","EGC","","0.5186110138893127","44.82529830932617"
"LFBF","medium_airport","Toulouse-Francazal (BA 101) Air Base",535,"EU","FR","FR-OCC","Toulouse/Francazal","LFBF","","","1.3674999475479126","43.54560089111328"
"LFBG","medium_airport","Cognac-ChÃ¢teaubernard (BA 709) Air Base",102,"EU","FR","FR-NAQ","Cognac/ChÃ¢teaubernard","LFBG","CNG","","-0.3174999952316284","45.65829849243164"
"LFBH","medium_airport","La Rochelle-Ãle de RÃ© Airport",74,"EU","FR","FR-NAQ","La Rochelle/Ãle de RÃ©","LFBH","LRH","","-1.1952799558639526","46.17919921875"
"LFBI","medium_airport","Poitiers-Biard Airport",423,"EU","FR","FR-NAQ","Poitiers/Biard","LFBI","PIS","","0.30666598677635193","46.58769989013672"
"LFBK","medium_airport","MontluÃ§on-GuÃ©ret Airport",1497,"EU","FR","FR-NAQ","MontluÃ§on/GuÃ©ret","LFBK","MCU","","2.363960027694702","46.222599029541016"
"LFBL","medium_airport","Limoges Airport",1300,"EU","FR","FR-NAQ","Limoges/Bellegarde","LFBL","LIG","","1.1794400215148926","45.86280059814453"
"LFBM","medium_airport","Mont-de-Marsan (BA 118) Air Base",203,"EU","FR","FR-NAQ","Mont-de-Marsan","LFBM","","","-0.5075","43.911701"
"LFBN","medium_airport","Niort-SouchÃ© Airport",203,"EU","FR","FR-NAQ","Niort/SouchÃ©","LFBN","NIT","","-0.394529","46.313477"
"LFBO","large_airport","Toulouse-Blagnac Airport",499,"EU","FR","FR-OCC","Toulouse/Blagnac","LFBO","TLS","","1.36382","43.629101"
"LFBP","medium_airport","Pau PyrÃ©nÃ©es Airport",616,"EU","FR","FR-NAQ","Pau/PyrÃ©nÃ©es (Uzein)","LFBP","PUF","","-0.41861099004745483","43.380001068115234"
"LFBT","medium_airport","Tarbes-Lourdes-PyrÃ©nÃ©es Airport",1260,"EU","FR","FR-OCC","Tarbes/Lourdes/PyrÃ©nÃ©es","LFBT","LDE","","-0.006438999902456999","43.1786994934082"
"LFBU","medium_airport","AngoulÃªme-Brie-Champniers Airport",436,"EU","FR","FR-NAQ","AngoulÃªme/Brie/Champniers","LFBU","ANG","","0.22145600616931915","45.72919845581055"
"LFBX","medium_airport","PÃ©rigueux-Bassillac Airport",328,"EU","FR","FR-NAQ","PÃ©rigueux/Bassillac","LFBX","PGX","","0.815555989742279","45.19810104370117"
"LFBZ","medium_airport","Biarritz-Anglet-Bayonne Airport",245,"EU","FR","FR-NAQ","Biarritz/Anglet/Bayonne","LFBZ","BIQ","","-1.5311111","43.4683333"
"LFCC","medium_airport","Cahors-Lalbenque Airport",912,"EU","FR","FR-OCC","Cahors/Lalbenque","LFCC","ZAO","","1.4752800464630127","44.35139846801758"
"LFCG","medium_airport","AÃ©rodrome de Saint-Girons - Antichan",1368,"EU","FR","FR-OCC","Saint-Girons/Antichan","LFCG","","","1.10315","43.007801"
"LFCH","medium_airport","Arcachon-La Teste-de-Buch Airport",52,"EU","FR","FR-NAQ","Arcachon/La Teste-de-Buch","LFCH","","","-1.11083","44.596401"
"LFCI","medium_airport","Albi-Le SÃ©questre Airport",564,"EU","FR","FR-OCC","Albi/Le SÃ©questre","LFCI","LBI","","2.1130599975585938","43.91389846801758"
"LFCK","medium_airport","Castres-Mazamet Airport",788,"EU","FR","FR-OCC","Castres/Mazamet","LFCK","DCM","","2.289180040359497","43.55630111694336"
"LFCR","medium_airport","Rodez-Marcillac Airport",1910,"EU","FR","FR-OCC","Rodez/Marcillac","LFCR","RDZ","","2.4826700687408447","44.407901763916016"
"LFCY","medium_airport","Royan-MÃ©dis Airport",72,"EU","FR","FR-NAQ","Royan/MÃ©dis","LFCY","RYN","","-0.9725000262260437","45.62810134887695"
"LFDH","medium_airport","Auch-Lamothe Airport",411,"EU","FR","FR-OCC","Auch/Lamothe","LFDH","","","0.601667","43.687801"
"LFDI","medium_airport","Libourne-Artigues-de-Lussac Airport",157,"EU","FR","FR-NAQ","Libourne/Artigues-de-Lussac","LFDI","","","-0.134722","44.982498"
"LFDN","medium_airport","Rochefort-Saint-Agnant (BA 721) Airport",60,"EU","FR","FR-NAQ","Rochefort/Saint-Agnant","LFDN","RCO","","-0.9830560088157654","45.88779830932617"
"LFEY","medium_airport","Ãle d'Yeu Airport",79,"EU","FR","FR-PDL","Ãle d'Yeu","LFEY","IDY","","-2.3911099433898926","46.71860122680664"
"LFGA","medium_airport","Colmar-Houssen Airport",628,"EU","FR","FR-GES","Colmar/Houssen","LFGA","CMR","","7.359010219573975","48.109901428222656"
"LFGJ","medium_airport","Dole-Tavaux Airport",645,"EU","FR","FR-BFC","Dole/Tavaux","LFGJ","DLE","","5.435063","47.042686"
"LFGW","medium_airport","Verdun-Le Rozelier Airfield",1230,"EU","FR","FR-GES","Verdun","LFGW","","","5.46905","49.122398"
"LFHO","medium_airport","Aubenas-ArdÃ¨che MÃ©ridional Airport",923,"EU","FR","FR-ARA","Aubenas/ArdÃ¨che MÃ©ridional","LFHO","OBS","","4.372192","44.544203"
"LFHP","medium_airport","Le Puy-Loudes Airport",2731,"EU","FR","FR-ARA","Le Puy/Loudes","LFHP","LPY","","3.762890100479126","45.0806999206543"
"LFJL","medium_airport","Metz-Nancy-Lorraine Airport",870,"EU","FR","FR-GES","Metz / Nancy","LFJL","ETZ","","6.25131988525","48.9821014404"
"LFJR","medium_airport","Angers-Loire Airport",194,"EU","FR","FR-PDL","Angers/MarcÃ©","LFJR","ANE","","-0.312222","47.560299"
"LFKB","medium_airport","Bastia-Poretta Airport",26,"EU","FR","FR-COR","Bastia/Poretta","LFKB","BIA","","9.48373031616211","42.55270004272461"
"LFKC","medium_airport","Calvi-Sainte-Catherine Airport",209,"EU","FR","FR-COR","Calvi/Sainte-Catherine","LFKC","CLY","","8.7930556","42.5244444"
"LFKF","medium_airport","Figari Sud-Corse Airport",87,"EU","FR","FR-COR","Figari Sud-Corse","LFKF","FSC","","9.097780227661133","41.5005989074707"
"LFKJ","medium_airport","Ajaccio-NapolÃ©on Bonaparte Airport",18,"EU","FR","FR-COR","Ajaccio/NapolÃ©on Bonaparte","LFKJ","AJA","","8.8029203414917","41.92359924316406"
"LFKS","medium_airport","Solenzara (BA 126) Air Base",28,"EU","FR","FR-COR","Solenzara","LFKS","SOZ","","9.406000137329102","41.924400329589844"
"LFLA","medium_airport","Auxerre-Branches Airport",523,"EU","FR","FR-BFC","Auxerre/Branches","LFLA","AUF","","3.497109889984131","47.85020065307617"
"LFLB","medium_airport","ChambÃ©ry-Savoie Airport",779,"EU","FR","FR-ARA","ChambÃ©ry/Aix-les-Bains","LFLB","CMF","","5.880229949951172","45.638099670410156"
"LFLC","medium_airport","Clermont-Ferrand Auvergne Airport",1090,"EU","FR","FR-ARA","Clermont-Ferrand/Auvergne","LFLC","CFE","","3.1691699028","45.7867012024"
"LFLD","medium_airport","Bourges Airport",529,"EU","FR","FR-CVL","Bourges","LFLD","BOU","","2.3702800273895264","47.058101654052734"
"LFLH","medium_airport","Chalon-Champforgeuil Airport",623,"EU","FR","FR-BFC","Chalon/Champforgueil","LFLH","","","4.817629814147949","46.82609939575195"
"LFLI","medium_airport","Annemasse Airport",1620,"EU","FR","FR-ARA","Annemasse","LFLI","QNJ","","6.268390178680001","46.1920013428"
"LFLL","large_airport","Lyon Saint-ExupÃ©ry Airport",821,"EU","FR","FR-ARA","Lyon","LFLL","LYS","","5.081111","45.725556"
"LFLM","medium_airport","AÃ©rodrome de MÃ¢con-Charnay",728,"EU","FR","FR-BFC","MÃ¢con/Charnay","LFLM","","","4.79577","46.295101"
"LFLN","medium_airport","Saint-Yan Airport",796,"EU","FR","FR-BFC","Saint-Yan","LFLN","SYT","","4.0132598876953125","46.412498474121094"
"LFLO","medium_airport","Roanne-Renaison Airport",1106,"EU","FR","FR-ARA","Roanne/Renaison","LFLO","RNE","","4.001389980316162","46.05830001831055"
"LFLP","medium_airport","Annecy-Haute-Savoie-Mont Blanc Airport",1521,"EU","FR","FR-ARA","Annecy/Meythet","LFLP","NCY","","6.1063889","45.9308333"
"LFLS","medium_airport","Grenoble-IsÃ¨re Airport",1302,"EU","FR","FR-U-A","Saint-Ãtienne-de-Saint-Geoirs","LFLS","GNB","","5.32937","45.3629"
"LFLU","medium_airport","Valence-Chabeuil Airport",525,"EU","FR","FR-ARA","Valence/Chabeuil","LFLU","VAF","","4.9699","44.9216"
"LFLV","medium_airport","Vichy-Charmeil Airport",817,"EU","FR","FR-ARA","Vichy/Charmeil","LFLV","VHY","","3.4037399291992188","46.169700622558594"
"LFLW","medium_airport","Aurillac Airport",2096,"EU","FR","FR-ARA","Aurillac","LFLW","AUR","","2.4219400882720947","44.89139938354492"
"LFLX","medium_airport","ChÃ¢teauroux-DÃ©ols ""Marcel Dassault"" Airport",529,"EU","FR","FR-CVL","ChÃ¢teauroux/DÃ©ols","LFLX","CHR","","1.721111","46.860278"
"LFLY","medium_airport","Lyon-Bron Airport",659,"EU","FR","FR-ARA","Lyon/Bron","LFLY","LYN","","4.944270133972168","45.72719955444336"
"LFMC","medium_airport","Le Luc-Le Cannet Airport",265,"EU","FR","FR-PAC","Le Luc/Le Cannet","LFMC","","","6.387139797210693","43.384700775146484"
"LFMD","medium_airport","Cannes-Mandelieu Airport",13,"EU","FR","FR-PAC","Cannes/Mandelieu","LFMD","CEQ","","6.95348","43.542"
"LFMH","medium_airport","Saint-Ãtienne-BouthÃ©on Airport",1325,"EU","FR","FR-ARA","Saint-Ãtienne/BouthÃ©on","LFMH","EBU","","4.296390056610107","45.54059982299805"
"LFMI","medium_airport","Istres Le TubÃ© Air Base",82,"EU","FR","FR-PAC","Istres/Le TubÃ©","LFMI","","","4.92384","43.522701"
"LFMK","medium_airport","Carcassonne Airport",433,"EU","FR","FR-OCC","Carcassonne/Salvaza","LFMK","CCF","","2.3063199520111084","43.215999603271484"
"LFML","large_airport","Marseille Provence Airport",74,"EU","FR","FR-PAC","Marseille","LFML","MRS","","5.22142410278","43.439271922"
"LFMN","large_airport","Nice-CÃ´te d'Azur Airport",12,"EU","FR","FR-PAC","Nice","LFMN","NCE","","7.215869903560001","43.6584014893"
"LFMO","medium_airport","Orange-Caritat (BA 115) Air Base",197,"EU","FR","FR-PAC","Orange/Caritat","LFMO","XOG","","4.866720199584961","44.140499114990234"
"LFMP","medium_airport","Perpignan-Rivesaltes (LlabanÃ¨re) Airport",144,"EU","FR","FR-OCC","Perpignan/Rivesaltes","LFMP","PGF","","2.8706700801849365","42.74039840698242"
"LFMQ","medium_airport","Le Castellet Airport",1391,"EU","FR","FR-PAC","Le Castellet","LFMQ","CTT","","5.785190105438232","43.252498626708984"
"LFMS","medium_airport","AÃ©rodrome d'AlÃ¨s CÃ©vennes",668,"EU","FR","FR-OCC","AlÃ¨s/Deaux","LFMS","","","4.14212","44.069698"
"LFMT","medium_airport","Montpellier-MÃ©diterranÃ©e Airport",17,"EU","FR","FR-OCC","Montpellier/MÃ©diterranÃ©e","LFMT","MPL","","3.96301007270813","43.57619857788086"
"LFMU","medium_airport","BÃ©ziers-Vias Airport",56,"EU","FR","FR-OCC","BÃ©ziers/Vias","LFMU","BZR","","3.3538999557495117","43.32350158691406"
"LFMV","medium_airport","Avignon-Caumont Airport",124,"EU","FR","FR-PAC","Avignon/Caumont","LFMV","AVN","","4.901830196380615","43.90729904174805"
"LFMY","medium_airport","Salon-de-Provence (BA 701) Air Base",195,"EU","FR","FR-PAC","Salon","LFMY","","","5.109250068664551","43.60639953613281"
"LFNB","medium_airport","Mende-Brenoux Airfield",3362,"EU","FR","FR-OCC","Mende/BrÃ©noux","LFNB","MEN","","3.53282","44.502102"
"LFOA","large_airport","Avord (BA 702) Air Base",580,"EU","FR","FR-CVL","Avord","LFOA","","","2.6325","47.053299"
"LFOB","medium_airport","Paris Beauvais TillÃ© Airport",359,"EU","FR","FR-HDF","Beauvais/TillÃ©","LFOB","BVA","","2.1127800941467285","49.45439910888672"
"LFOC","medium_airport","ChÃ¢teaudun (BA 279) Air Base",433,"EU","FR","FR-CVL","ChÃ¢teaudun","LFOC","","","1.37662","48.058102"
"LFOE","medium_airport","Ãvreux-Fauville (BA 105) Air Base",464,"EU","FR","FR-NOR","Ãvreux/Fauville","LFOE","EVX","","1.2198599576950073","49.02870178222656"
"LFOH","medium_airport","Le Havre Octeville Airport",313,"EU","FR","FR-NOR","Le Havre/Octeville","LFOH","LEH","","0.08805599808692932","49.53390121459961"
"LFOI","medium_airport","Abbeville",220,"EU","FR","FR-HDF","Abbeville","LFOI","","","1.831891","50.143501"
"LFOJ","medium_airport","OrlÃ©ans-Bricy (BA 123) Air Base",412,"EU","FR","FR-CVL","OrlÃ©ans/Bricy","LFOJ","ORE","","1.7605600357100002","47.9878005981"
"LFOK","medium_airport","ChÃ¢lons-Vatry Airport",587,"EU","FR","FR-GES","Vatry","LFOK","XCR","","4.206111111","48.7733333333"
"LFOP","medium_airport","Rouen Airport",512,"EU","FR","FR-NOR","Rouen/VallÃ©e de Seine","LFOP","URO","","1.1748000383377075","49.38420104980469"
"LFOT","medium_airport","Tours-Val-de-Loire Airport",357,"EU","FR","FR-CVL","Tours/Val de Loire (Loire Valley)","LFOT","TUF","","0.727605998516","47.4322013855"
"LFOU","medium_airport","Cholet Le Pontreau Airport",443,"EU","FR","FR-PDL","Cholet/Le Pontreau","LFOU","CET","","-0.8770639896392822","47.08209991455078"
"LFOV","medium_airport","Laval-Entrammes Airport",330,"EU","FR","FR-PDL","Laval/Entrammes","LFOV","LVA","","-0.7429860234260559","48.03139877319336"
"LFPB","medium_airport","Paris-Le Bourget Airport",218,"EU","FR","FR-IDF","Paris","LFPB","LBG","","2.441390037536621","48.969398498535156"
